,Título,Género,Subgénero,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Género_idx,Downloaded
188,Ahí va un tango,Tango,Tango,https://www.todotango.com/musica/tema/5970/Ahi-va-un-tango/,True,False,False,True,7,False
190,Ahora no me conocés,Tango,Tango,https://www.todotango.com/musica/tema/1385/Ahora-no-me-conoces/,True,True,False,True,7,False
193,Aire sin final,Tango,Tango,https://www.todotango.com/musica/tema/4794/Aire-sin-final/,True,False,False,True,7,False
195,Al aire libre,Tango,Tango,https://www.todotango.com/musica/tema/2661/Al-aire-libre/,True,False,False,False,7,True
198,Al compás de un dos por cuatro,Tango,Tango,https://www.todotango.com/musica/tema/3855/Al-compas-de-un-dos-por-cuatro/,True,False,False,False,7,True
199,Al compás de un tango,Tango,Tango,https://www.todotango.com/musica/tema/1804/Al-compas-de-un-tango/,True,False,False,False,7,True
200,Al compás del corazón (Late un cora,Tango,Tango,https://www.todotango.com/musica/tema/202/Al-compas-del-corazon-Late-un-corazon/,True,True,True,True,7,False
201,Al fin de cuentas,Tango,Tango,https://www.todotango.com/musica/tema/4238/Al-fin-de-cuentas/,True,False,False,False,7,True
203,Al futuro Viejo Gasómetro,Tango,Tango,https://www.todotango.com/musica/tema/7031/Al-futuro-Viejo-Gasometro/,True,True,False,False,7,True
205,Al gran campeón,Tango,Tango,https://www.todotango.com/musica/tema/3779/Al-gran-campeon/,True,False,False,False,7,True
208,Al mundo le falta un tornillo,Tango,Tango,https://www.todotango.com/musica/tema/58/Al-mundo-le-falta-un-tornillo/,True,False,True,True,7,False
209,Al pie de la Santa Cruz,Tango,Tango,https://www.todotango.com/musica/tema/1366/Al-pie-de-la-Santa-Cruz/,True,True,True,True,7,False
211,Al poeta del suburbio,Tango,Tango,https://www.todotango.com/musica/tema/7857/Al-poeta-del-suburbio/,True,True,False,False,7,True
214,Al tango lo canto así,Tango,Tango,https://www.todotango.com/musica/tema/4852/Al-tango-lo-canto-asi/,True,False,False,False,7,True
215,Al verla pasar,Tango,Tango,https://www.todotango.com/musica/tema/42/Al-verla-pasar/,True,False,False,True,7,False
216,Al volante del bondi,Tango,Tango,https://www.todotango.com/musica/tema/8910/Al-volante-del-bondi/,True,False,False,False,7,True
217,Alaridos en silencio,Tango,Tango,https://www.todotango.com/musica/tema/5290/Alaridos-en-silencio/,True,False,False,True,7,False
218,Alas bravas,Tango,Tango,https://www.todotango.com/musica/tema/7870/Alas-bravas/,True,True,False,False,7,True
219,Alas caídas,Tango,Tango,https://www.todotango.com/musica/tema/941/Alas-caidas/,True,False,False,False,7,True
221,Alas rotas,Tango,Tango,https://www.todotango.com/musica/tema/3753/Alas-rotas/,True,False,False,False,7,True
222,Alberto Castillo,Tango,Tango,https://www.todotango.com/musica/tema/4130/Alberto-Castillo/,True,False,False,False,7,True
223,Alegre bacán,Tango,Tango,https://www.todotango.com/musica/tema/7227/Alegre-bacan/,True,True,False,False,7,True
224,Alegre bandoneón,Tango,Tango,https://www.todotango.com/musica/tema/6873/Alegre-bandoneon/,True,False,False,False,7,True
225,Alegría,Tango,Tango,https://www.todotango.com/musica/tema/791/Alegria/,True,False,False,False,7,True
226,Alejandra,Tango,Tango,https://www.todotango.com/musica/tema/2155/Alejandra/,True,False,False,False,7,False
228,Alelí,Tango,Tango,https://www.todotango.com/musica/tema/1660/Aleli/,True,True,False,True,7,False
230,Alerta muchachos,Tango,Tango,https://www.todotango.com/musica/tema/6505/Alerta-muchachos/,True,False,False,False,7,True
232,Alfredo Arnold,Tango,Tango,https://www.todotango.com/musica/tema/1670/Alfredo-Arnold/,True,False,False,False,7,True
233,Algo extraño,Tango,Tango,https://www.todotango.com/musica/tema/7343/Algo-extrano/,True,False,False,False,7,True
234,Alguien,Tango,Tango,https://www.todotango.com/musica/tema/1402/Alguien/,True,False,False,True,7,False
235,Alguien le dice al tango,Tango,Tango,https://www.todotango.com/musica/tema/1162/Alguien-le-dice-al-tango/,True,False,True,True,7,False
236,Alguien llamado Falero,Tango,Tango,https://www.todotango.com/musica/tema/9906/Alguien-llamado-Falero/,True,False,False,False,7,True
237,Alguien más que dice adiós,Tango,Tango,https://www.todotango.com/musica/tema/7204/Alguien-mas-que-dice-adios/,True,False,False,False,7,True
238,Algún día volverás,Tango,Tango,https://www.todotango.com/musica/tema/2869/Algun-dia-volveras/,True,False,False,False,7,True
239,Alguna vez lo escucharas,Tango,Tango,https://www.todotango.com/musica/tema/7029/Alguna-vez-lo-escucharas/,True,False,False,False,7,True
240,Alguna vez...,Tango,Tango,https://www.todotango.com/musica/tema/996/Alguna-vez/,True,False,False,False,7,True
241,Alhucema,Tango,Tango,https://www.todotango.com/musica/tema/869/Alhucema/,True,False,False,False,7,True
242,Alice,Tango,Tango,https://www.todotango.com/musica/tema/489/Alice/,True,True,False,False,7,True
244,Allá en el bajo,Tango,Tango,https://www.todotango.com/musica/tema/1989/Alla-en-el-bajo/,True,True,False,True,7,False
245,Allá en el dock,Tango,Tango,https://www.todotango.com/musica/tema/8052/Alla-en-el-dock/,True,False,False,False,7,True
246,Allá en el patio,Tango,Tango,https://www.todotango.com/musica/tema/10014/Alla-en-el-patio/,True,True,False,False,7,True
247,Allá en la ribera,Tango,Tango,https://www.todotango.com/musica/tema/4511/Alla-en-la-ribera/,True,False,False,False,7,True
249,Alma,Tango,Tango,https://www.todotango.com/musica/tema/1841/Alma/,True,True,False,False,7,True
250,Alma argentina,Tango,Tango,https://www.todotango.com/musica/tema/7862/Alma-argentina/,True,True,False,False,7,True
252,Alma de bohemio,Tango,Tango,https://www.todotango.com/musica/tema/905/Alma-de-bohemio/,True,True,False,True,7,False
253,Alma de gigante,Tango,Tango,https://www.todotango.com/musica/tema/8152/Alma-de-gigante/,True,False,False,False,7,True
254,Alma de indio,Tango,Tango,https://www.todotango.com/musica/tema/3454/Alma-de-indio/,True,False,False,False,7,True
255,Alma de loca,Tango,Tango,https://www.todotango.com/musica/tema/1203/Alma-de-loca/,True,False,True,False,7,True
256,Alma de miel (a Discepolín),Tango,Tango,https://www.todotango.com/musica/tema/7799/Alma-de-miel-a-Discepolin/,True,False,False,False,7,True
257,Alma de milonga,Tango,Tango,https://www.todotango.com/musica/tema/7482/Alma-de-milonga/,True,True,False,False,7,True
258,Alma de tango,Tango,Tango,https://www.todotango.com/musica/tema/8479/Alma-de-tango/,True,True,False,False,7,True
259,Alma del bandoneón,Tango,Tango,https://www.todotango.com/musica/tema/344/Alma-del-bandoneon/,True,True,False,False,7,True
261,Alma en pena,Tango,Tango,https://www.todotango.com/musica/tema/111/Alma-en-pena/,True,True,True,True,7,False
265,Alma herida,Tango,Tango,https://www.todotango.com/musica/tema/5811/Alma-herida/,True,False,False,False,7,True
267,Alma porteña,Tango,Tango,https://www.todotango.com/musica/tema/2879/Alma-portena/,True,False,False,True,7,False
269,Alma tanguera,Tango,Tango,https://www.todotango.com/musica/tema/7692/Alma-tanguera/,True,False,False,False,7,True
270,Almacén,Tango,Tango,https://www.todotango.com/musica/tema/7030/Almacen/,True,True,False,True,7,False
273,Almagro,Tango,Tango,https://www.todotango.com/musica/tema/627/Almagro/,True,True,True,True,7,False
274,Almagro [b],Tango,Tango,https://www.todotango.com/musica/tema/9808/Almagro-[b]/,True,True,False,False,7,True
275,Almanaque de ilusión,Tango,Tango,https://www.todotango.com/musica/tema/7442/Almanaque-de-ilusion/,True,True,True,False,7,True
277,Almita,Tango,Tango,https://www.todotango.com/musica/tema/4866/Almita/,True,False,False,False,7,True
278,Almita [b],Tango,Tango,https://www.todotango.com/musica/tema/6116/Almita-[b]/,True,False,False,True,7,False
279,Almita herida,Tango,Tango,https://www.todotango.com/musica/tema/9/Almita-herida/,True,True,True,True,7,False
280,Alondras,Tango,Tango,https://www.todotango.com/musica/tema/1285/Alondras/,True,False,False,True,7,False
281,Alta clase,Tango,Tango,https://www.todotango.com/musica/tema/7863/Alta-clase/,True,True,False,False,7,True
282,Altar sin luz,Tango,Tango,https://www.todotango.com/musica/tema/3356/Altar-sin-luz/,True,False,False,False,7,True
283,Alvear,Tango,Tango,https://www.todotango.com/musica/tema/4102/Alvear/,True,False,False,False,7,True
287,Amado espejismo,Tango,Tango,https://www.todotango.com/musica/tema/10118/Amado-espejismo/,True,False,False,False,7,True
288,Amanece,Tango,Tango,https://www.todotango.com/musica/tema/2017/Amanece/,True,False,False,False,7,True
289,Amanece [b],Tango,Tango,https://www.todotango.com/musica/tema/6379/Amanece-[b]/,True,False,False,False,7,True
292,Amar a besos,Tango,Tango,https://www.todotango.com/musica/tema/1720/Amar-a-besos/,True,True,False,False,7,True
293,Amar para qué,Tango,Tango,https://www.todotango.com/musica/tema/3500/Amar-para-que/,True,False,False,False,7,True
294,Amar sin final,Tango,Tango,https://www.todotango.com/musica/tema/10058/Amar-sin-final/,True,False,False,False,7,False
295,Amarga sospecha,Tango,Tango,https://www.todotango.com/musica/tema/2061/Amarga-sospecha/,True,False,False,False,7,True
296,Amargor,Tango,Tango,https://www.todotango.com/musica/tema/5329/Amargor/,True,False,False,False,7,True
297,Amargura,Tango,Tango,https://www.todotango.com/musica/tema/209/Amargura/,True,False,True,True,7,False
299,Amarras,Tango,Tango,https://www.todotango.com/musica/tema/1021/Amarras/,True,False,True,True,7,False
300,Amarroto,Tango,Tango,https://www.todotango.com/musica/tema/1224/Amarroto/,True,False,False,False,7,True
302,Ambiciosa,Tango,Tango,https://www.todotango.com/musica/tema/6993/Ambiciosa/,True,True,False,False,7,True
303,Ambiciosa [b],Tango,Tango,https://www.todotango.com/musica/tema/7826/Ambiciosa-[b]/,True,True,False,False,7,True
304,Amiga,Tango,Tango,https://www.todotango.com/musica/tema/868/Amiga/,True,False,False,False,7,True
305,Amigazo,Tango,Tango,https://www.todotango.com/musica/tema/79/Amigazo/,True,True,True,True,7,False
306,Amigo hermano del corazón,Tango,Tango,https://www.todotango.com/musica/tema/9895/Amigo-hermano-del-corazon/,True,False,False,False,7,True
307,Amigos no,Tango,Tango,https://www.todotango.com/musica/tema/2423/Amigos-no/,True,False,False,False,7,True
308,Amigos que yo quiero,Tango,Tango,https://www.todotango.com/musica/tema/1719/Amigos-que-yo-quiero/,True,False,True,True,7,False
309,Amor,Tango,Tango,https://www.todotango.com/musica/tema/836/Amor/,True,True,False,False,7,True
314,Amor de a tres,Tango,Tango,https://www.todotango.com/musica/tema/9901/Amor-de-a-tres/,True,False,False,False,7,True
315,Amor de ayer,Tango,Tango,https://www.todotango.com/musica/tema/7097/Amor-de-ayer/,True,True,False,False,7,True
317,Amor de juguete,Tango,Tango,https://www.todotango.com/musica/tema/2025/Amor-de-juguete/,True,False,False,False,7,True
318,Amor de marinero,Tango,Tango,https://www.todotango.com/musica/tema/2880/Amor-de-marinero/,True,True,False,True,7,False
319,Amor de payaso,Tango,Tango,https://www.todotango.com/musica/tema/2164/Amor-de-payaso/,True,True,False,True,7,False
320,Amor de tango,Tango,Tango,https://www.todotango.com/musica/tema/5909/Amor-de-tango/,True,False,False,False,7,True
321,Amor de verano,Tango,Tango,https://www.todotango.com/musica/tema/2027/Amor-de-verano/,True,False,False,False,7,False
323,Amor en gris,Tango,Tango,https://www.todotango.com/musica/tema/4817/Amor-en-gris/,True,True,False,False,7,True
324,Amor en libertad,Tango,Tango,https://www.todotango.com/musica/tema/8373/Amor-en-libertad/,True,False,False,False,7,True
325,Amor en remolino,Tango,Tango,https://www.todotango.com/musica/tema/81/Amor-en-remolino/,True,False,False,False,7,True
326,Amor en sombras,Tango,Tango,https://www.todotango.com/musica/tema/8051/Amor-en-sombras/,True,False,False,False,7,True
328,Amor eterno,Tango,Tango,https://www.todotango.com/musica/tema/5809/Amor-eterno/,True,False,False,False,7,True
330,Amor extraño,Tango,Tango,https://www.todotango.com/musica/tema/6934/Amor-extrano/,True,False,False,False,7,True
331,Amor filial,Tango,Tango,https://www.todotango.com/musica/tema/7228/Amor-filial/,True,True,False,False,7,True
333,Amor mentiroso,Tango,Tango,https://www.todotango.com/musica/tema/8990/Amor-mentiroso/,True,False,False,False,7,True
335,Amor que baila y se va,Tango,Tango,https://www.todotango.com/musica/tema/7434/Amor-que-baila-y-se-va/,True,False,False,False,7,True
336,Amor sin adiós,Tango,Tango,https://www.todotango.com/musica/tema/2354/Amor-sin-adios/,True,False,False,False,7,True
337,Amor sin grupo,Tango,Tango,https://www.todotango.com/musica/tema/4484/Amor-sin-grupo/,True,False,False,False,7,True
338,Amor tardío,Tango,Tango,https://www.todotango.com/musica/tema/7028/Amor-tardio/,True,False,False,False,7,True
341,Amor y espanto,Tango,Tango,https://www.todotango.com/musica/tema/6370/Amor-y-espanto/,True,False,False,False,7,True
343,Amor y sueños,Tango,Tango,https://www.todotango.com/musica/tema/8452/Amor-y-suenos/,True,False,False,False,7,True
344,Amor y tango,Tango,Tango,https://www.todotango.com/musica/tema/756/Amor-y-tango/,True,False,False,False,7,True
345,Amor y tango [b],Tango,Tango,https://www.todotango.com/musica/tema/6333/Amor-y-tango-[b]/,True,False,False,False,7,True
349,Amores viejos,Tango,Tango,https://www.todotango.com/musica/tema/153/Amores-viejos/,True,True,False,False,7,True
350,Amurado,Tango,Tango,https://www.todotango.com/musica/tema/354/Amurado/,True,True,True,True,7,False
351,Anclada al paraíso,Tango,Tango,https://www.todotango.com/musica/tema/6902/Anclada-al-paraiso/,True,False,False,False,7,True
352,Anclao en París,Tango,Tango,https://www.todotango.com/musica/tema/37/Anclao-en-Paris/,True,False,True,True,7,False
355,Andate (No te vayas),Tango,Tango,https://www.todotango.com/musica/tema/1837/Andate-No-te-vayas/,True,True,False,False,7,True
356,Andate con la otra,Tango,Tango,https://www.todotango.com/musica/tema/294/Andate-con-la-otra/,True,False,False,False,7,True
357,Andate y no vuelvas,Tango,Tango,https://www.todotango.com/musica/tema/4113/Andate-y-no-vuelvas/,True,False,False,False,7,True
358,Ando pato,Tango,Tango,https://www.todotango.com/musica/tema/783/Ando-pato/,True,False,False,False,7,True
361,Angustia,Tango,Tango,https://www.todotango.com/musica/tema/1852/Angustia/,True,False,False,True,7,False
362,Año nuevo,Tango,Tango,https://www.todotango.com/musica/tema/6686/Ano-nuevo/,True,False,False,False,7,True
363,Anoche,Tango,Tango,https://www.todotango.com/musica/tema/82/Anoche/,True,False,False,True,7,False
364,Anoche a las dos,Tango,Tango,https://www.todotango.com/musica/tema/1845/Anoche-a-las-dos/,True,True,False,True,7,False
365,"Anoche, bastante tarde",Tango,Tango,https://www.todotango.com/musica/tema/3884/Anoche-bastante-tarde/,True,False,False,False,7,True
366,Añoranza de amor en tango,Tango,Tango,https://www.todotango.com/musica/tema/10057/Anoranza-de-amor-en-tango/,True,False,False,False,7,True
368,Años de arena,Tango,Tango,https://www.todotango.com/musica/tema/7446/Anos-de-arena/,True,False,False,False,7,True
369,Años gardelianos,Tango,Tango,https://www.todotango.com/musica/tema/8737/Anos-gardelianos/,True,False,False,False,7,True
370,Anselmo Acuña el resero,Tango,Tango,https://www.todotango.com/musica/tema/2683/Anselmo-Acuna-el-resero/,True,False,False,True,7,False
371,Anselmo Laguna,Tango,Tango,https://www.todotango.com/musica/tema/3839/Anselmo-Laguna/,True,False,False,False,7,True
372,Ansias,Tango,Tango,https://www.todotango.com/musica/tema/1204/Ansias/,True,False,False,False,7,True
373,Ansias de amor,Tango,Tango,https://www.todotango.com/musica/tema/5210/Ansias-de-amor/,True,False,False,True,7,False
374,Ansiedad,Tango,Tango,https://www.todotango.com/musica/tema/126/Ansiedad/,True,False,False,False,7,True
375,Anteayer,Tango,Tango,https://www.todotango.com/musica/tema/4575/Anteayer/,True,False,False,False,7,True
377,Antes que llegue otro día,Tango,Tango,https://www.todotango.com/musica/tema/6007/Antes-que-llegue-otro-dia/,True,False,False,False,7,True
378,Antiguo reloj de cobre,Tango,Tango,https://www.todotango.com/musica/tema/1451/Antiguo-reloj-de-cobre/,True,False,False,True,7,False
379,Apache,Tango,Tango,https://www.todotango.com/musica/tema/390/Apache/,True,True,False,False,7,True
380,Apasionadamente,Tango,Tango,https://www.todotango.com/musica/tema/3830/Apasionadamente/,True,False,False,False,7,True
381,Apenas Marielena,Tango,Tango,https://www.todotango.com/musica/tema/2016/Apenas-Marielena/,True,False,False,False,7,True
382,Apiádate (Perdonami),Tango,Tango,https://www.todotango.com/musica/tema/3814/Apiadate-Perdonami/,True,False,False,False,7,True
383,Apocalipsis,Tango,Tango,https://www.todotango.com/musica/tema/1704/Apocalipsis/,True,False,False,False,7,True
387,Aporteñado,Tango,Tango,https://www.todotango.com/musica/tema/9691/Aportenado/,True,False,False,False,7,True
388,Aprender,Tango,Tango,https://www.todotango.com/musica/tema/6411/Aprender/,True,False,False,False,7,True
389,Apronte,Tango,Tango,https://www.todotango.com/musica/tema/1080/Apronte/,True,False,False,False,7,True
390,Aprovechá la bolada (Fumá Caranchos,Tango,Tango,https://www.todotango.com/musica/tema/6245/Aprovecha-la-bolada-Fuma-Caranchos/,True,True,False,False,7,True
391,Apuntando al corazón,Tango,Tango,https://www.todotango.com/musica/tema/9896/Apuntando-al-corazon/,True,False,False,False,7,True
394,Aquel cantor de mi pueblo,Tango,Tango,https://www.todotango.com/musica/tema/1153/Aquel-cantor-de-mi-pueblo/,True,False,False,False,7,True
395,Aquel cielo,Tango,Tango,https://www.todotango.com/musica/tema/3486/Aquel-cielo/,True,False,False,False,7,True
396,Aquel cine de barrio,Tango,Tango,https://www.todotango.com/musica/tema/7026/Aquel-cine-de-barrio/,True,False,False,False,7,True
398,Aquel cuartito de la pensión,Tango,Tango,https://www.todotango.com/musica/tema/1864/Aquel-cuartito-de-la-pension/,True,False,False,False,7,True
399,Aquel muchacho triste,Tango,Tango,https://www.todotango.com/musica/tema/1696/Aquel-muchacho-triste/,True,False,False,True,7,False
